"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.37037037037037,0.37037037037037
"web asymmetry",0.2,0.2
"links per species",1.33333333333333,1.33333333333333
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.333333333333333,0.333333333333333
"nestedness",14.9946662079908,14.9946662079908
"weighted nestedness",0.412408220819808,0.413075444400117
"weighted NODF",11.437908496732,11.437908496732
"interaction strength asymmetry",0.207475573961642,0.207475573961642
"specialisation asymmetry",-0.152172551270485,-0.152172551270485
"linkage density",2.94277424012424,2.94277424012424
"weighted connectance",0.196184949341616,0.196184949341616
"Fisher alpha",9.98696620403292,9.98696620403292
"Shannon diversity",2.71941279453342,2.71941279453342
"interaction evenness",0.681730676981689,0.681730676981689
"Alatalo interaction evenness",0.774560011681422,0.774560011681422
"H2",0.536160216842206,0.536160216842206
"number.of.species.HL",9,6
"mean.number.of.shared.partners.HL",1,1.4
"cluster.coefficient.HL",0.481770833333333,0.482638888888889
"weighted.cluster.coefficient.HL",0.472882968601332,0.274850894632207
"niche.overlap.HL",0.310963868692722,0.212753860320738
"togetherness.HL",0.240740740740741,0.22
"C.score.HL",0.303240740740741,0.308888888888889
"V.ratio.HL",1.79545454545455,2.62068965517241
"discrepancy.HL",5,5
"extinction.slope.HL",1.99673799677233,0.999824898080693
"robustness.HL",0.666365745251715,0.732841107960991
"functional.complementarity.HL",49.5500580956136,51.1363624082819
"partner.diversity.HL",0.722575714902944,1.18962613942097
"generality.HL",2.23722197681121,3.64832650343727
