"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.142222222222222,0.142222222222222
"web asymmetry",0,0
"links per species",1.06666666666667,1.06666666666667
"number of compartments",2,2
"compartment diversity",1.27753191707406,1.27753191707406
"cluster coefficient",0.0666666666666667,0.0666666666666667
"nestedness",15.0931486319976,15.0931486319976
"weighted nestedness",0.431250788252552,0.430897469534657
"weighted NODF",12.1825396825397,12.1825396825397
"interaction strength asymmetry",0.00866524779568259,0.00866524779568259
"specialisation asymmetry",0.0136030350467615,0.0136030350467615
"linkage density",2.96437049074234,2.96437049074234
"weighted connectance",0.0988123496914113,0.0988123496914113
"Fisher alpha",23.1817274955115,23.1817274955115
"Shannon diversity",3.21506026086842,3.21506026086842
"interaction evenness",0.593611643454736,0.593611643454736
"Alatalo interaction evenness",0.791494089439401,0.791494089439401
"H2",0.560372967755245,0.560372967755245
"number.of.species.HL",15,15
"mean.number.of.shared.partners.HL",0.333333333333333,0.428571428571429
"cluster.coefficient.HL",0.252173913043478,0.217391304347826
"weighted.cluster.coefficient.HL",0.0912343470483005,0.111358574610245
"niche.overlap.HL",0.159761735502196,0.203795792398559
"togetherness.HL",0.0591836734693878,0.0860670194003527
"C.score.HL",0.726417233560091,0.663650793650794
"V.ratio.HL",2.13227513227513,1.41340782122905
"discrepancy.HL",19,18
"extinction.slope.HL",1.51176483417113,1.67309389723035
"robustness.HL",0.60116801279112,0.624132294778912
"functional.complementarity.HL",55.0201520030188,53.8916089525405
"partner.diversity.HL",0.939513067851358,0.869807460550542
"generality.HL",3.12862812679758,2.8001128546871
