"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.183333333333333,0.183333333333333
"web asymmetry",-0.032258064516129,-0.032258064516129
"links per species",1.41935483870968,1.41935483870968
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.125,0.125
"nestedness",20.4931177162119,20.4704602150602
"weighted nestedness",0.455734365298397,0.455343496621785
"weighted NODF",18.7312169312169,18.7312169312169
"interaction strength asymmetry",-0.0276902485205085,-0.0276902485205085
"specialisation asymmetry",0.0457695779130533,0.0457695779130533
"linkage density",3.63317537682046,3.63317537682046
"weighted connectance",0.117199205703886,0.117199205703886
"Fisher alpha",21.3833995834042,21.3833995834042
"Shannon diversity",3.31505675192259,3.31505675192259
"interaction evenness",0.604866840945094,0.604866840945094
"Alatalo interaction evenness",0.637635089436095,0.637635089436095
"H2",0.461637507304942,0.461637507304942
"number.of.species.HL",15,16
"mean.number.of.shared.partners.HL",0.647619047619048,0.641666666666667
"cluster.coefficient.HL",0.331763698630137,0.305479452054794
"weighted.cluster.coefficient.HL",0.381188118811881,0.377961639714178
"niche.overlap.HL",0.218756553728267,0.199838476862644
"togetherness.HL",0.0980654761904762,0.106696428571429
"C.score.HL",0.623341836734694,0.634512235449735
"V.ratio.HL",2.15416666666667,1.86561264822134
"discrepancy.HL",22,21
"extinction.slope.HL",2.50559972339683,2.09601240594921
"robustness.HL",0.7080152354665,0.668423361096622
"functional.complementarity.HL",106.833134056813,111.242847915611
"partner.diversity.HL",1.24288737090002,1.0859447454447
"generality.HL",3.98073442542501,3.28561632821591
