"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.137037037037037,0.137037037037037
"web asymmetry",-0.0909090909090909,-0.0909090909090909
"links per species",1.12121212121212,1.12121212121212
"number of compartments",2,2
"compartment diversity",1.53009265649796,1.53009265649796
"cluster coefficient",0.111111111111111,0.111111111111111
"nestedness",18.9990344633864,19.08335621798
"weighted nestedness",0.255745135504177,0.239758188499097
"weighted NODF",5.31007751937984,5.31007751937984
"interaction strength asymmetry",-0.0407910541839113,-0.0407910541839113
"specialisation asymmetry",0.0157374665655932,0.0157374665655932
"linkage density",2.42536340618334,2.42536340618334
"weighted connectance",0.0734958607934346,0.0734958607934346
"Fisher alpha",20.8714570817127,20.8714570817127
"Shannon diversity",3.26081730575799,3.26081730575799
"interaction evenness",0.582452935780745,0.582452935780745
"Alatalo interaction evenness",0.740158436229592,0.740158436229592
"H2",0.649738540934517,0.649738540934517
"number.of.species.HL",15,18
"mean.number.of.shared.partners.HL",0.295238095238095,0.326797385620915
"cluster.coefficient.HL",0.187908496732026,0.183006535947712
"weighted.cluster.coefficient.HL",0.0979214780600462,0.211035818005808
"niche.overlap.HL",0.0993340090735561,0.101399445186967
"togetherness.HL",0.0507936507936508,0.082739156268568
"C.score.HL",0.806285714285714,0.753721859114016
"V.ratio.HL",1.50438596491228,0.780718336483932
"discrepancy.HL",22,27
"extinction.slope.HL",1.81583437860668,1.81972333686968
"robustness.HL",0.644034427252754,0.641056465903604
"functional.complementarity.HL",84.4183045283526,89.116329037412
"partner.diversity.HL",0.828755392368586,0.723300423368845
"generality.HL",2.65460389978432,2.19612291258236
