"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.179487179487179,0.179487179487179
"web asymmetry",-0.181818181818182,-0.181818181818182
"links per species",0.954545454545455,0.954545454545455
"number of compartments",2,2
"compartment diversity",1.60663079608635,1.60663079608635
"cluster coefficient",0.153846153846154,0.153846153846154
"nestedness",21.5090390639382,21.5090390639382
"weighted nestedness",0.38288099633965,0.390151197775181
"weighted NODF",11.9883040935672,11.9883040935672
"interaction strength asymmetry",0.0722222222222222,0.0722222222222222
"specialisation asymmetry",0.0389249139496621,0.0389249139496621
"linkage density",2.33900468876245,2.33900468876245
"weighted connectance",0.106318394943748,0.106318394943748
"Fisher alpha",14.5723248670112,14.5723248670112
"Shannon diversity",2.77364993896705,2.77364993896705
"interaction evenness",0.582433564364307,0.582433564364307
"Alatalo interaction evenness",0.720040122478889,0.720040122478889
"H2",0.668532058155728,0.668532058155728
"number.of.species.HL",9,13
"mean.number.of.shared.partners.HL",0.361111111111111,0.294871794871795
"cluster.coefficient.HL",0.220949263502455,0.293144208037825
"weighted.cluster.coefficient.HL",0.086687306501548,0.16374269005848
"niche.overlap.HL",0.179471742906007,0.159378011470427
"togetherness.HL",0.0856481481481482,0.099002849002849
"C.score.HL",0.71141975308642,0.723646723646724
"V.ratio.HL",1.14084507042254,0.825242718446602
"discrepancy.HL",13,12
"extinction.slope.HL",0.999940898136423,1.51943067937655
"robustness.HL",0.658070962679544,0.601918445331748
"functional.complementarity.HL",42.8256431166372,44.2956023981812
"partner.diversity.HL",0.790861066321111,0.67206334489975
"generality.HL",2.5547573832085,2.12325199431641
