"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.263888888888889,0.263888888888889
"web asymmetry",-0.333333333333333,-0.333333333333333
"links per species",1.05555555555556,1.05555555555556
"number of compartments",2,2
"compartment diversity",1.5691925832142,1.5691925832142
"cluster coefficient",0.291666666666667,0.291666666666667
"nestedness",30.7685418563729,30.7685418563729
"weighted nestedness",0.22755827152451,0.249217088852966
"weighted NODF",5.96707818930041,5.96707818930041
"interaction strength asymmetry",-0.127962962962963,-0.127962962962963
"specialisation asymmetry",0.0951210705220749,0.0951210705220749
"linkage density",2.15526737260714,2.15526737260714
"weighted connectance",0.119737076255952,0.119737076255952
"Fisher alpha",10.4382026752447,10.4382026752447
"Shannon diversity",2.37855878924984,2.37855878924984
"interaction evenness",0.556171261224639,0.556171261224639
"Alatalo interaction evenness",0.568737674398503,0.568737674398503
"H2",0.755067382136214,0.755067382136214
"number.of.species.HL",6,12
"mean.number.of.shared.partners.HL",0.6,0.454545454545455
"cluster.coefficient.HL",0.296296296296296,0.320987654320988
"weighted.cluster.coefficient.HL",0.0853994490358127,0.395161290322581
"niche.overlap.HL",0.161276643709123,0.248681776090896
"togetherness.HL",0.102083333333333,0.168350168350168
"C.score.HL",0.731481481481482,0.599747474747475
"V.ratio.HL",1.46753246753247,0.557046979865772
"discrepancy.HL",9,9
"extinction.slope.HL",2.6412709775113,1.58492109590966
"robustness.HL",0.71042132906667,0.609459700284263
"functional.complementarity.HL",56.154805472841,58.7036164035731
"partner.diversity.HL",0.84690178854496,0.38081842128405
"generality.HL",2.75145124246147,1.55908350275282
