"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.15,0.15
"web asymmetry",-0.0909090909090909,-0.0909090909090909
"links per species",0.818181818181818,0.818181818181818
"number of compartments",5,5
"compartment diversity",3.91260647681413,3.91260647681413
"cluster coefficient",0.125,0.125
"nestedness",25.9031108801249,25.2050155427007
"weighted nestedness",NA,NA
"weighted NODF",3.6036036036036,3.6036036036036
"interaction strength asymmetry",-0.0616883116883117,-0.0616883116883117
"specialisation asymmetry",0.0224568739381837,0.0224568739381837
"linkage density",1.72472052450295,1.72472052450295
"weighted connectance",0.078396387477407,0.078396387477407
"Fisher alpha",9.91498293095854,9.91498293095854
"Shannon diversity",2.52259162670082,2.52259162670082
"interaction evenness",0.526912997918806,0.526912997918806
"Alatalo interaction evenness",0.750187546058537,0.750187546058537
"H2",0.796840219172959,0.796840219172959
"number.of.species.HL",10,12
"mean.number.of.shared.partners.HL",0.155555555555556,0.181818181818182
"cluster.coefficient.HL",0.200980392156863,0.168627450980392
"weighted.cluster.coefficient.HL",0.37037037037037,0.510204081632653
"niche.overlap.HL",0.0622756275009561,0.116913550094709
"togetherness.HL",0.048559670781893,0.0649350649350649
"C.score.HL",0.875,0.839646464646465
"V.ratio.HL",0.648648648648649,0.344827586206897
"discrepancy.HL",14,14
"extinction.slope.HL",1.57495037832389,1.41346938940371
"robustness.HL",0.610012773851637,0.58638617176488
"functional.complementarity.HL",49.556196915549,53.4373770871421
"partner.diversity.HL",0.549422818426178,0.403785495711597
"generality.HL",1.85826652030395,1.59117452870196
