"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.153846153846154,0.153846153846154
"web asymmetry",-0.103448275862069,-0.103448275862069
"links per species",1.10344827586207,1.10344827586207
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.125,0.125
"nestedness",25.8377595228667,25.7044232238523
"weighted nestedness",0.253300742445969,0.249889761620108
"weighted NODF",7.91245791245791,7.91245791245791
"interaction strength asymmetry",0.121797774665422,0.121797774665422
"specialisation asymmetry",-0.0711876641791496,-0.0711876641791496
"linkage density",2.30993218907008,2.30993218907008
"weighted connectance",0.0796528341058648,0.0796528341058648
"Fisher alpha",15.7932107915849,15.7932107915849
"Shannon diversity",2.85126947207028,2.85126947207028
"interaction evenness",0.534191874511148,0.534191874511148
"Alatalo interaction evenness",0.576342649899389,0.576342649899389
"H2",0.719869767680818,0.719869767680818
"number.of.species.HL",13,16
"mean.number.of.shared.partners.HL",0.320512820512821,0.283333333333333
"cluster.coefficient.HL",0.2109375,0.235207100591716
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.143281837547371,0.120123263110158
"togetherness.HL",0.0666666666666667,0.0738425925925926
"C.score.HL",0.778048433048433,0.783969907407407
"V.ratio.HL",0.826347305389222,0.699029126213592
"discrepancy.HL",22,21
"extinction.slope.HL",2.23062297161368,1.69368644527578
"robustness.HL",0.687386162333472,0.625296177203281
"functional.complementarity.HL",84.8348278878421,97.9478306304785
"partner.diversity.HL",0.745735070130117,0.790842601951531
"generality.HL",2.32857158616266,2.2912927919775
