"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.161904761904762,0.161904761904762
"web asymmetry",-0.0344827586206897,-0.0344827586206897
"links per species",1.17241379310345,1.17241379310345
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.133333333333333,0.133333333333333
"nestedness",17.76363282344,17.76363282344
"weighted nestedness",0.489145332187927,0.494822401925328
"weighted NODF",13.4013605442177,13.4013605442177
"interaction strength asymmetry",0.0938630636200969,0.0938630636200969
"specialisation asymmetry",-0.0443815191390994,-0.0443815191390994
"linkage density",2.84415549627136,2.84415549627136
"weighted connectance",0.0980743274576331,0.0980743274576331
"Fisher alpha",18.4577392197976,18.4577392197976
"Shannon diversity",3.06817414560874,3.06817414560874
"interaction evenness",0.573800718983682,0.573800718983682
"Alatalo interaction evenness",0.656689949629192,0.656689949629192
"H2",0.593857402690856,0.593857402690856
"number.of.species.HL",14,15
"mean.number.of.shared.partners.HL",0.483516483516484,0.428571428571429
"cluster.coefficient.HL",0.225850340136054,0.313411078717201
"weighted.cluster.coefficient.HL",0.194836824159766,0.165572574762947
"niche.overlap.HL",0.180449255553112,0.171027932127883
"togetherness.HL",0.0885007849293564,0.0888888888888889
"C.score.HL",0.665227629513344,0.673718820861678
"V.ratio.HL",1.63841807909604,1.74611398963731
"discrepancy.HL",19,20
"extinction.slope.HL",2.06046578274247,1.75117475356826
"robustness.HL",0.669448331465666,0.63295243022203
"functional.complementarity.HL",85.6417705543352,81.7820887050581
"partner.diversity.HL",0.80501591832507,1.01284135981329
"generality.HL",2.5572983301541,3.13101266238862
