"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.173469387755102,0.173469387755102
"web asymmetry",0,0
"links per species",1.21428571428571,1.21428571428571
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.142857142857143,0.142857142857143
"nestedness",27.4947833211115,27.5314413731814
"weighted nestedness",0.276054853225883,0.295265898449385
"weighted NODF",8.15018315018315,8.15018315018315
"interaction strength asymmetry",0.0645651733887028,0.0645651733887028
"specialisation asymmetry",-0.0223039185982233,-0.0223039185982233
"linkage density",2.77354870987754,2.77354870987754
"weighted connectance",0.0990553110670549,0.0990553110670549
"Fisher alpha",20.3139746331451,20.3139746331451
"Shannon diversity",3.20312380692769,3.20312380692769
"interaction evenness",0.606868932133934,0.606868932133934
"Alatalo interaction evenness",0.724014217797717,0.724014217797717
"H2",0.582412966594563,0.582412966594563
"number.of.species.HL",14,14
"mean.number.of.shared.partners.HL",0.384615384615385,0.428571428571429
"cluster.coefficient.HL",0.210227272727273,0.243506493506493
"weighted.cluster.coefficient.HL",0.0317460317460317,0.0328137817883511
"niche.overlap.HL",0.161268976425651,0.137713540592245
"togetherness.HL",0.0793650793650794,0.0920634920634921
"C.score.HL",0.75040293040293,0.712637362637363
"V.ratio.HL",1.10752688172043,0.824175824175824
"discrepancy.HL",22,22
"extinction.slope.HL",2.122343847094,2.15446983289867
"robustness.HL",0.672246445164748,0.6786489449769
"functional.complementarity.HL",69.7824334878301,70.8675555963198
"partner.diversity.HL",0.877977471690906,0.983484785104053
"generality.HL",2.70877379761184,2.83832362214323
