"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.157407407407407,0.157407407407407
"web asymmetry",-0.142857142857143,-0.142857142857143
"links per species",0.80952380952381,0.80952380952381
"number of compartments",4,4
"compartment diversity",2.48969151668195,2.48969151668195
"cluster coefficient",0.166666666666667,0.166666666666667
"nestedness",28.784033494799,29.032044847045
"weighted nestedness",NA,NA
"weighted NODF",0.980392156862745,0.980392156862745
"interaction strength asymmetry",-0.192640692640693,-0.192640692640693
"specialisation asymmetry",0.127961856199621,0.127961856199621
"linkage density",1.96205170812552,1.96205170812552
"weighted connectance",0.093431033720263,0.093431033720263
"Fisher alpha",14.7176852004176,14.7176852004176
"Shannon diversity",2.62053930669922,2.62053930669922
"interaction evenness",0.559689419108563,0.559689419108563
"Alatalo interaction evenness",0.794972045241971,0.794972045241971
"H2",0.703258412770255,0.703258412770255
"number.of.species.HL",9,12
"mean.number.of.shared.partners.HL",0.222222222222222,0.181818181818182
"cluster.coefficient.HL",0.223958333333333,0.1875
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.0747729720543188,0.115963020897231
"togetherness.HL",0.0699588477366255,0.0575757575757576
"C.score.HL",0.821759259259259,0.829545454545455
"V.ratio.HL",0.666666666666667,0.656441717791411
"discrepancy.HL",11,11
"extinction.slope.HL",1.71351680509452,1.23151312044937
"robustness.HL",0.629895709364596,0.552353913816512
"functional.complementarity.HL",30.4116028739204,32.7104409410666
"partner.diversity.HL",0.760716369438075,0.356632746788025
"generality.HL",2.27575605367546,1.64834736257559
