"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.135549872122762,0.135549872122762
"web asymmetry",-0.15,-0.15
"links per species",1.325,1.325
"number of compartments",3,3
"compartment diversity",1.48349040282257,1.48349040282257
"cluster coefficient",0.0869565217391304,0.0869565217391304
"nestedness",22.6720623354228,22.6330780778985
"weighted nestedness",0.208613567284218,0.194620735566966
"weighted NODF",6.62259762516832,6.62259762516832
"interaction strength asymmetry",-0.0525833757745522,-0.0525833757745522
"specialisation asymmetry",0.0488514684874546,0.0488514684874546
"linkage density",3.28828157640438,3.28828157640438
"weighted connectance",0.0822070394101096,0.0822070394101096
"Fisher alpha",30.285063115452,30.285063115452
"Shannon diversity",3.7065999043293,3.7065999043293
"interaction evenness",0.621005446669662,0.621005446669662
"Alatalo interaction evenness",0.788089099570413,0.788089099570413
"H2",0.576424379425146,0.576424379425146
"number.of.species.HL",17,23
"mean.number.of.shared.partners.HL",0.389705882352941,0.442687747035573
"cluster.coefficient.HL",0.21256038647343,0.1875
"weighted.cluster.coefficient.HL",0.208584429959415,0.382508833922261
"niche.overlap.HL",0.0967872900376604,0.12056933083888
"togetherness.HL",0.0447963800904977,0.0849203497424841
"C.score.HL",0.799878076230492,0.715788317962231
"V.ratio.HL",2.56064690026954,0.900212314225053
"discrepancy.HL",31,33
"extinction.slope.HL",2.20681282391156,2.09274690797517
"robustness.HL",0.683501847018336,0.672168147623426
"functional.complementarity.HL",100.461918870874,106.668469368372
"partner.diversity.HL",1.19375312243714,0.898136420443987
"generality.HL",3.86251043315136,2.71405271965741
