"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.159722222222222,0.159722222222222
"web asymmetry",0,0
"links per species",0.958333333333333,0.958333333333333
"number of compartments",3,3
"compartment diversity",1.91928138508358,1.91928138508358
"cluster coefficient",0.0833333333333333,0.0833333333333333
"nestedness",18.7661785608281,19.1679763638731
"weighted nestedness",0.342523150763802,0.3536226152255
"weighted NODF",7.89141414141414,7.89141414141414
"interaction strength asymmetry",0.00675225645813882,0.00675225645813882
"specialisation asymmetry",0.142420579644312,0.142420579644312
"linkage density",2.43523995720454,2.43523995720454
"weighted connectance",0.101468331550189,0.101468331550189
"Fisher alpha",10.619659628465,10.619659628465
"Shannon diversity",2.62163472764584,2.62163472764584
"interaction evenness",0.52751171314011,0.52751171314011
"Alatalo interaction evenness",0.685436048885092,0.685436048885092
"H2",0.707796260404066,0.707796260404066
"number.of.species.HL",12,12
"mean.number.of.shared.partners.HL",0.257575757575758,0.318181818181818
"cluster.coefficient.HL",0.303861788617886,0.233739837398374
"weighted.cluster.coefficient.HL",0.163507109004739,0.143198090692124
"niche.overlap.HL",0.111331324148625,0.178048119763286
"togetherness.HL",0.0625,0.0833333333333333
"C.score.HL",0.79760101010101,0.75
"V.ratio.HL",1.14611872146119,0.734597156398104
"discrepancy.HL",15,13
"extinction.slope.HL",1.59529839909307,1.62167822296658
"robustness.HL",0.614707432051684,0.617101139312253
"functional.complementarity.HL",76.3536171992578,66.1292681212813
"partner.diversity.HL",0.954901281169001,0.593709386541172
"generality.HL",2.95772235748415,1.91275755692493
