"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.193181818181818,0.193181818181818
"web asymmetry",-0.157894736842105,-0.157894736842105
"links per species",0.894736842105263,0.894736842105263
"number of compartments",3,3
"compartment diversity",2.88671430293005,2.88671430293005
"cluster coefficient",0.181818181818182,0.181818181818182
"nestedness",29.3398195332682,29.3398195332682
"weighted nestedness",NA,NA
"weighted NODF",5.82329317269076,5.82329317269076
"interaction strength asymmetry",-0.0801652892561983,-0.0801652892561983
"specialisation asymmetry",0.0902128454301001,0.0902128454301001
"linkage density",1.85765327393229,1.85765327393229
"weighted connectance",0.0977712249438046,0.0977712249438046
"Fisher alpha",10.6252153299776,10.6252153299776
"Shannon diversity",2.53738533069414,2.53738533069414
"interaction evenness",0.56671754568231,0.56671754568231
"Alatalo interaction evenness",0.728444291313606,0.728444291313606
"H2",0.757685422599028,0.757685422599028
"number.of.species.HL",8,11
"mean.number.of.shared.partners.HL",0.25,0.254545454545455
"cluster.coefficient.HL",0.257575757575758,0.226190476190476
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.116656924294698,0.152644251146584
"togetherness.HL",0.0803571428571429,0.0993939393939394
"C.score.HL",0.800595238095238,0.778787878787879
"V.ratio.HL",0.676190476190476,0.366197183098592
"discrepancy.HL",13,11
"extinction.slope.HL",1.78479750910148,1.447520380507
"robustness.HL",0.637251173351497,0.59067571415434
"functional.complementarity.HL",42.7282381924225,43.9157482202329
"partner.diversity.HL",0.716131162326971,0.393674869877594
"generality.HL",2.13380332489284,1.58150322297174
