"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.174603174603175,0.174603174603175
"web asymmetry",0.125,0.125
"links per species",0.6875,0.6875
"number of compartments",5,5
"compartment diversity",4,4
"cluster coefficient",0.142857142857143,0.142857142857143
"nestedness",38.8466423844603,38.2754249310321
"weighted nestedness",NA,NA
"weighted NODF",3.50877192982456,3.50877192982456
"interaction strength asymmetry",-0.0317460317460318,-0.0317460317460318
"specialisation asymmetry",-0.125065919618552,-0.125065919618552
"linkage density",1.70651991182915,1.70651991182915
"weighted connectance",0.106657494489322,0.106657494489322
"Fisher alpha",7.85910485884401,7.85910485884401
"Shannon diversity",2.18845157163078,2.18845157163078
"interaction evenness",0.528211539366671,0.528211539366671
"Alatalo interaction evenness",0.805997024286684,0.805997024286684
"H2",0.758206009616637,0.758206009616637
"number.of.species.HL",9,7
"mean.number.of.shared.partners.HL",0.194444444444444,0.0952380952380952
"cluster.coefficient.HL",0.202380952380952,0.240740740740741
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.111586662650492,0.0342261904761905
"togetherness.HL",0.0972222222222222,0.0214285714285714
"C.score.HL",0.8125,0.922619047619048
"V.ratio.HL",0.189189189189189,0.870967741935484
"discrepancy.HL",8,6
"extinction.slope.HL",1.22766622683874,1.34525961473237
"robustness.HL",0.552534093961483,0.574689402802949
"functional.complementarity.HL",24.6803948788667,26.7959974239714
"partner.diversity.HL",0.278745801574489,0.591034859144024
"generality.HL",1.39695954312061,2.01608028053768
