"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.145161290322581,0.145161290322581
"web asymmetry",-0.26530612244898,-0.26530612244898
"links per species",1.6530612244898,1.6530612244898
"number of compartments",3,3
"compartment diversity",1.40399581296132,1.40399581296132
"cluster coefficient",0.112903225806452,0.112903225806452
"nestedness",14.0634468705358,14.0842242002586
"weighted nestedness",0.418423707939424,0.412148662226763
"weighted NODF",12.1377961305146,12.1377961305146
"interaction strength asymmetry",-0.0698970101515619,-0.0698970101515619
"specialisation asymmetry",0.028255622845101,0.028255622845101
"linkage density",3.56513102501275,3.56513102501275
"weighted connectance",0.0727577760206683,0.0727577760206683
"Fisher alpha",33.5266475456824,33.5266475456824
"Shannon diversity",3.52409235806455,3.52409235806455
"interaction evenness",0.557225226940253,0.557225226940253
"Alatalo interaction evenness",0.454564156538239,0.454564156538239
"H2",0.58420020868625,0.58420020868625
"number.of.species.HL",18,31
"mean.number.of.shared.partners.HL",0.915032679738562,0.559139784946237
"cluster.coefficient.HL",0.236087530654593,0.335120207927225
"weighted.cluster.coefficient.HL",0.413949624349836,0.584475213429945
"niche.overlap.HL",0.151792245963199,0.157134350129904
"togetherness.HL",0.0817853457172343,0.0826075268817204
"C.score.HL",0.634623962940956,0.665434374466633
"V.ratio.HL",3.88058340929809,2.42408376963351
"discrepancy.HL",36,40
"extinction.slope.HL",2.87248732036888,1.88281912827548
"robustness.HL",0.728866902075271,0.649943661137998
"functional.complementarity.HL",281.76192348499,287.535706727461
"partner.diversity.HL",1.20087579527683,1.02983481202751
"generality.HL",4.09296731572844,3.03729473429706
