"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.121428571428571,0.121428571428571
"web asymmetry",-0.302325581395349,-0.302325581395349
"links per species",1.18604651162791,1.18604651162791
"number of compartments",4,4
"compartment diversity",1.85877663625529,1.85877663625529
"cluster coefficient",0.0714285714285714,0.0714285714285714
"nestedness",16.6253353758578,16.6953583954437
"weighted nestedness",0.235415166528533,0.241005698770191
"weighted NODF",6.24568668046929,6.24568668046929
"interaction strength asymmetry",-0.149397449397449,-0.149397449397449
"specialisation asymmetry",0.110652900308026,0.110652900308026
"linkage density",3.20745623158296,3.20745623158296
"weighted connectance",0.0745920053856503,0.0745920053856503
"Fisher alpha",27.3758463010225,27.3758463010225
"Shannon diversity",3.53735000512602,3.53735000512602
"interaction evenness",0.585629277937839,0.585629277937839
"Alatalo interaction evenness",0.708311659953637,0.708311659953637
"H2",0.654480826512382,0.654480826512382
"number.of.species.HL",15,28
"mean.number.of.shared.partners.HL",0.342857142857143,0.314814814814815
"cluster.coefficient.HL",0.203739213806328,0.176286353467562
"weighted.cluster.coefficient.HL",0.177148165350673,0.337283792440743
"niche.overlap.HL",0.0610667060220017,0.128761152893233
"togetherness.HL",0.0394047619047619,0.0815295815295815
"C.score.HL",0.841198192239859,0.76984126984127
"V.ratio.HL",2.70093457943925,0.740122914837577
"discrepancy.HL",31,29
"extinction.slope.HL",0.999993960367753,1.61053092702124
"robustness.HL",0.694018172926585,0.61530522675279
"functional.complementarity.HL",111.663584633897,122.525318573548
"partner.diversity.HL",1.26681495274292,0.667227801748732
"generality.HL",4.32995329420365,2.08495916896228
