"","Iplant_Double","Month","Year","Transect_R","Hummingbird","Camera","Day","Bird","Plant","Yobs","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant","jCamera"
"349","Columnea ciliata",1,"2014","2100_2300","Green-fronted Lancebill","127",1,15,46,0,"2014-01-01","FH508",NA,1.563,0.00120847249077166,"Jan",10,6,127
"350","Columnea ciliata",1,"2014","2100_2300","Violet-tailed Sylph","127",1,14,46,0,"2014-01-01","FH508",NA,3.198,0.00120847249077166,"Jan",16,6,127
"351","Columnea ciliata",1,"2014","2100_2300","Brown Inca","127",1,13,46,1,"2014-01-01","FH508",2120,1.466,0.00120847249077166,"Jan",3,6,127
"352","Columnea ciliata",1,"2014","2100_2300","Green-fronted Lancebill","127",2,15,46,0,"2014-01-08","FH508",NA,1.563,0.00120847249077166,"Jan",10,6,127
"353","Columnea ciliata",1,"2014","2100_2300","Violet-tailed Sylph","127",2,14,46,0,"2014-01-08","FH508",NA,3.198,0.00120847249077166,"Jan",16,6,127
"354","Columnea ciliata",1,"2014","2100_2300","Brown Inca","127",2,13,46,0,"2014-01-08","FH508",NA,1.466,0.00120847249077166,"Jan",3,6,127
"355","Columnea ciliata",1,"2015","2100_2300","Violet-tailed Sylph","81",1,14,46,0,"2015-01-13","FH229",NA,3.198,0.00120847249077166,"Jan",16,6,81
"356","Columnea ciliata",1,"2015","2100_2300","Tawny-bellied Hermit","81",1,11,46,1,"2015-01-13","FH229",2140,0.759,0.00120847249077166,"Jan",15,6,81
"357","Columnea ciliata",1,"2015","2100_2300","Green-fronted Lancebill","81",1,15,46,0,"2015-01-13","FH229",NA,1.563,0.00120847249077166,"Jan",10,6,81
"358","Columnea ciliata",1,"2015","2100_2300","Buff-tailed Coronet","81",1,17,46,0,"2015-01-13","FH229",NA,3.134,0.00120847249077166,"Jan",4,6,81
"359","Columnea ciliata",2,"2014","1300_1500","White-whiskered Hermit","323",1,3,46,1,"2014-02-23","NF059",1375,0.602,0.00527333450518545,"Feb",18,6,323
"360","Columnea ciliata",2,"2014","1300_1500","Stripe-throated Hermit","323",3,4,46,3,"2014-02-26","NF059",1375,2.56,0.00527333450518545,"Feb",14,6,323
"361","Columnea ciliata",2,"2014","1300_1500","White-whiskered Hermit","323",3,3,46,0,"2014-02-26","NF059",NA,0.602,0.00527333450518545,"Feb",18,6,323
"362","Columnea ciliata",2,"2014","1300_1500","Crowned Woodnymph","323",1,2,46,0,"2014-02-23","NF059",NA,2.753,0.00527333450518545,"Feb",6,6,323
"363","Columnea ciliata",2,"2014","1300_1500","Stripe-throated Hermit","321",1,4,46,1,"2014-02-23","NF057",1364,2.56,0.00527333450518545,"Feb",14,6,321
"364","Columnea ciliata",2,"2014","1300_1500","Stripe-throated Hermit","321",2,4,46,0,"2014-02-24","NF057",NA,2.56,0.00527333450518545,"Feb",14,6,321
"365","Columnea ciliata",2,"2014","1300_1500","Stripe-throated Hermit","323",2,4,46,1,"2014-02-24","NF059",1375,2.56,0.00527333450518545,"Feb",14,6,323
"366","Columnea ciliata",2,"2014","1300_1500","Wedge-billed Hummingbird","323",1,6,46,0,"2014-02-23","NF059",NA,3.432,0.00527333450518545,"Feb",17,6,323
"367","Columnea ciliata",2,"2014","1300_1500","Wedge-billed Hummingbird","321",1,6,46,0,"2014-02-23","NF057",NA,3.432,0.00527333450518545,"Feb",17,6,321
"368","Columnea ciliata",2,"2014","1300_1500","White-whiskered Hermit","323",2,3,46,1,"2014-02-24","NF059",1375,0.602,0.00527333450518545,"Feb",18,6,323
"369","Columnea ciliata",2,"2014","1300_1500","Tawny-bellied Hermit","321",2,11,46,1,"2014-02-24","NF057",1364,0.759,0.00527333450518545,"Feb",15,6,321
"370","Columnea ciliata",2,"2014","1300_1500","White-whiskered Hermit","321",2,3,46,0,"2014-02-24","NF057",NA,0.602,0.00527333450518545,"Feb",18,6,321
"371","Columnea ciliata",2,"2014","1300_1500","Tawny-bellied Hermit","321",1,11,46,1,"2014-02-23","NF057",1364,0.759,0.00527333450518545,"Feb",15,6,321
"372","Columnea ciliata",2,"2014","1300_1500","Wedge-billed Hummingbird","321",2,6,46,0,"2014-02-24","NF057",NA,3.432,0.00527333450518545,"Feb",17,6,321
"373","Columnea ciliata",2,"2014","1300_1500","Stripe-throated Hermit","323",1,4,46,0,"2014-02-23","NF059",NA,2.56,0.00527333450518545,"Feb",14,6,323
"374","Columnea ciliata",2,"2014","1300_1500","White-whiskered Hermit","321",1,3,46,0,"2014-02-23","NF057",NA,0.602,0.00527333450518545,"Feb",18,6,321
"375","Columnea ciliata",2,"2014","1300_1500","Crowned Woodnymph","323",2,2,46,0,"2014-02-24","NF059",NA,2.753,0.00527333450518545,"Feb",6,6,323
"376","Columnea ciliata",2,"2014","1300_1500","Wedge-billed Hummingbird","323",3,6,46,0,"2014-02-26","NF059",NA,3.432,0.00527333450518545,"Feb",17,6,323
"377","Columnea ciliata",2,"2014","1300_1500","Crowned Woodnymph","323",3,2,46,0,"2014-02-26","NF059",NA,2.753,0.00527333450518545,"Feb",6,6,323
"378","Columnea ciliata",2,"2014","1300_1500","Wedge-billed Hummingbird","323",2,6,46,0,"2014-02-24","NF059",NA,3.432,0.00527333450518545,"Feb",17,6,323
"379","Columnea ciliata",2,"2014","1500_1700","Purple-bibbed Whitetip","319",1,7,46,0,"2014-02-15","NF052",NA,2.892,0.000659166813148181,"Feb",12,6,319
"380","Columnea ciliata",2,"2014","1500_1700","Wedge-billed Hummingbird","319",1,6,46,0,"2014-02-15","NF052",NA,3.432,0.000659166813148181,"Feb",17,6,319
"381","Columnea ciliata",2,"2014","1500_1700","Booted Racket-tail","319",1,8,46,0,"2014-02-15","NF052",NA,3.53,0.000659166813148181,"Feb",2,6,319
"382","Columnea ciliata",2,"2014","1500_1700","Tawny-bellied Hermit","319",1,11,46,1,"2014-02-15","NF052",1554,0.759,0.000659166813148181,"Feb",15,6,319
"383","Columnea ciliata",2,"2015","2100_2300","Violet-tailed Sylph","218",1,14,46,2,"2015-02-11","FH832",2130,3.198,0.00307611179469151,"Feb",16,6,218
"384","Columnea ciliata",2,"2015","2100_2300","Brown Inca","218",1,13,46,1,"2015-02-11","FH832",2130,1.466,0.00307611179469151,"Feb",3,6,218
"385","Columnea ciliata",2,"2015","2100_2300","Tawny-bellied Hermit","218",1,11,46,0,"2015-02-11","FH832",NA,0.759,0.00307611179469151,"Feb",15,6,218
"386","Columnea ciliata",2,"2015","2100_2300","Green-fronted Lancebill","218",1,15,46,0,"2015-02-11","FH832",NA,1.563,0.00307611179469151,"Feb",10,6,218
"387","Columnea ciliata",3,"2014","1700_1900","Tawny-bellied Hermit","188",1,11,46,1,"2014-03-11","FH710",1830,0.759,0.0129636139919142,"Mar",15,6,188
"388","Columnea ciliata",3,"2014","1700_1900","Green-crowned Brilliant","188",1,10,46,0,"2014-03-11","FH710",NA,2.645,0.0129636139919142,"Mar",9,6,188
"389","Columnea ciliata",3,"2014","1700_1900","Purple-bibbed Whitetip","188",1,7,46,0,"2014-03-11","FH710",NA,2.892,0.0129636139919142,"Mar",12,6,188
"390","Columnea ciliata",3,"2014","1700_1900","Booted Racket-tail","188",1,8,46,0,"2014-03-11","FH710",NA,3.53,0.0129636139919142,"Mar",2,6,188
"391","Columnea ciliata",3,"2014","1700_1900","Wedge-billed Hummingbird","188",1,6,46,0,"2014-03-11","FH710",NA,3.432,0.0129636139919142,"Mar",17,6,188
"392","Columnea ciliata",3,"2015","1900_2100","Violet-tailed Sylph","198",1,14,46,0,"2015-03-11","FH733",NA,3.198,0.00120847249077166,"Mar",16,6,198
"393","Columnea ciliata",3,"2015","1900_2100","Green-crowned Brilliant","198",1,10,46,0,"2015-03-11","FH733",NA,2.645,0.00120847249077166,"Mar",9,6,198
"394","Columnea ciliata",3,"2015","1900_2100","Brown Inca","198",1,13,46,1,"2015-03-11","FH733",2040,1.466,0.00120847249077166,"Mar",3,6,198
"395","Columnea ciliata",3,"2015","1900_2100","Tawny-bellied Hermit","198",1,11,46,0,"2015-03-11","FH733",NA,0.759,0.00120847249077166,"Mar",15,6,198
"396","Columnea ciliata",6,"2013","1500_1700","Stripe-throated Hermit","240",1,4,46,1,"2013-06-08","FL009",1560,2.56,0,NA,14,6,240
"397","Columnea ciliata",6,"2013","1500_1700","Booted Racket-tail","240",1,8,46,0,"2013-06-08","FL009",NA,3.53,0,NA,2,6,240
"398","Columnea ciliata",6,"2013","1500_1700","Wedge-billed Hummingbird","240",1,6,46,0,"2013-06-08","FL009",NA,3.432,0,NA,17,6,240
"399","Columnea ciliata",6,"2013","1500_1700","Purple-bibbed Whitetip","240",1,7,46,0,"2013-06-08","FL009",NA,2.892,0,NA,12,6,240
"400","Columnea ciliata",7,"2013","1900_2100","Tawny-bellied Hermit","268",1,11,46,0,"2013-07-24","FL074",NA,0.759,0,NA,15,6,268
"401","Columnea ciliata",7,"2013","1900_2100","Green-crowned Brilliant","268",1,10,46,0,"2013-07-24","FL074",NA,2.645,0,NA,9,6,268
"402","Columnea ciliata",7,"2013","1900_2100","Violet-tailed Sylph","268",1,14,46,1,"2013-07-24","FL074",2040,3.198,0,NA,16,6,268
"403","Columnea ciliata",7,"2014","1300_1500","White-whiskered Hermit","335",1,3,46,0,"2014-07-06","NF099",NA,0.602,0,NA,18,6,335
"404","Columnea ciliata",7,"2014","1300_1500","Stripe-throated Hermit","335",2,4,46,0,"2014-07-09","NF099",NA,2.56,0,NA,14,6,335
"405","Columnea ciliata",7,"2014","1300_1500","Wedge-billed Hummingbird","335",2,6,46,0,"2014-07-09","NF099",NA,3.432,0,NA,17,6,335
"406","Columnea ciliata",7,"2014","1300_1500","Stripe-throated Hermit","335",1,4,46,1,"2014-07-06","NF099",1400,2.56,0,NA,14,6,335
"407","Columnea ciliata",7,"2014","1300_1500","White-whiskered Hermit","335",2,3,46,1,"2014-07-09","NF099",1400,0.602,0,NA,18,6,335
"408","Columnea ciliata",7,"2014","1300_1500","Wedge-billed Hummingbird","335",1,6,46,0,"2014-07-06","NF099",NA,3.432,0,NA,17,6,335
"409","Columnea ciliata",8,"2013","1300_1500","White-whiskered Hermit","292",1,3,46,1,"2013-08-14","FL103",1400,0.602,0,NA,18,6,292
"410","Columnea ciliata",8,"2013","1300_1500","Stripe-throated Hermit","292",1,4,46,4,"2013-08-14","FL103",1400,2.56,0,NA,14,6,292
"411","Columnea ciliata",8,"2013","1300_1500","Stripe-throated Hermit","292",2,4,46,9,"2013-08-15","FL103",1400,2.56,0,NA,14,6,292
"412","Columnea ciliata",8,"2013","1300_1500","Wedge-billed Hummingbird","292",2,6,46,0,"2013-08-15","FL103",NA,3.432,0,NA,17,6,292
"413","Columnea ciliata",8,"2013","1300_1500","Wedge-billed Hummingbird","292",1,6,46,0,"2013-08-14","FL103",NA,3.432,0,NA,17,6,292
"414","Columnea ciliata",8,"2013","1300_1500","White-whiskered Hermit","292",2,3,46,1,"2013-08-15","FL103",1400,0.602,0,NA,18,6,292
"415","Columnea ciliata",12,"2013","1500_1700","Stripe-throated Hermit","297",1,4,46,1,"2013-12-01","NF012",1537,2.56,0,NA,14,6,297
"416","Columnea ciliata",12,"2013","1500_1700","Stripe-throated Hermit","308",1,4,46,1,"2013-12-21","NF029",1537,2.56,0,NA,14,6,308
"417","Columnea ciliata",12,"2013","1500_1700","Booted Racket-tail","308",1,8,46,0,"2013-12-21","NF029",NA,3.53,0,NA,2,6,308
"418","Columnea ciliata",12,"2013","1500_1700","Booted Racket-tail","308",2,8,46,0,"2013-12-22","NF029",NA,3.53,0,NA,2,6,308
"419","Columnea ciliata",12,"2013","1500_1700","Booted Racket-tail","297",1,8,46,0,"2013-12-01","NF012",NA,3.53,0,NA,2,6,297
"420","Columnea ciliata",12,"2013","1500_1700","Stripe-throated Hermit","308",2,4,46,1,"2013-12-22","NF029",1537,2.56,0,NA,14,6,308
"421","Columnea ciliata",12,"2013","1500_1700","Wedge-billed Hummingbird","297",1,6,46,0,"2013-12-01","NF012",NA,3.432,0,NA,17,6,297
"422","Columnea ciliata",12,"2013","1500_1700","Purple-bibbed Whitetip","308",2,7,46,0,"2013-12-22","NF029",NA,2.892,0,NA,12,6,308
"423","Columnea ciliata",12,"2013","1500_1700","Wedge-billed Hummingbird","308",1,6,46,0,"2013-12-21","NF029",NA,3.432,0,NA,17,6,308
"424","Columnea ciliata",12,"2013","1500_1700","Tawny-bellied Hermit","308",2,11,46,2,"2013-12-22","NF029",1537,0.759,0,NA,15,6,308
"425","Columnea ciliata",12,"2013","1500_1700","Tawny-bellied Hermit","308",1,11,46,1,"2013-12-21","NF029",1537,0.759,0,NA,15,6,308
"426","Columnea ciliata",12,"2013","1500_1700","Purple-bibbed Whitetip","308",1,7,46,0,"2013-12-21","NF029",NA,2.892,0,NA,12,6,308
"427","Columnea ciliata",12,"2013","1500_1700","Purple-bibbed Whitetip","297",1,7,46,0,"2013-12-01","NF012",NA,2.892,0,NA,12,6,297
"428","Columnea ciliata",12,"2013","1500_1700","Wedge-billed Hummingbird","308",2,6,46,0,"2013-12-22","NF029",NA,3.432,0,NA,17,6,308
"429","Columnea kucyniakii",1,"2014","1700_1900","Booted Racket-tail","7",1,8,49,0,"2014-01-28","FH109",NA,2.618,0.00032958340657409,"Jan",2,7,7
"430","Columnea kucyniakii",1,"2014","1700_1900","Violet-tailed Sylph","7",1,14,49,1,"2014-01-28","FH109",1880,2.286,0.00032958340657409,"Jan",16,7,7
"431","Columnea kucyniakii",1,"2014","1700_1900","Booted Racket-tail","126",1,8,49,0,"2014-01-01","FH507",NA,2.618,0.00032958340657409,"Jan",2,7,126
"432","Columnea kucyniakii",1,"2014","1700_1900","Tawny-bellied Hermit","126",1,11,49,0,"2014-01-01","FH507",NA,0.153,0.00032958340657409,"Jan",15,7,126
"433","Columnea kucyniakii",1,"2014","1700_1900","Purple-bibbed Whitetip","7",1,7,49,0,"2014-01-28","FH109",NA,1.98,0.00032958340657409,"Jan",12,7,7
"434","Columnea kucyniakii",1,"2014","1700_1900","Violet-tailed Sylph","126",1,14,49,1,"2014-01-01","FH507",1830,2.286,0.00032958340657409,"Jan",16,7,126
"435","Columnea kucyniakii",1,"2014","1700_1900","Purple-bibbed Whitetip","126",1,7,49,0,"2014-01-01","FH507",NA,1.98,0.00032958340657409,"Jan",12,7,126
"436","Columnea kucyniakii",1,"2014","1700_1900","Green-crowned Brilliant","126",1,10,49,0,"2014-01-01","FH507",NA,1.733,0.00032958340657409,"Jan",9,7,126
"437","Columnea kucyniakii",1,"2014","1700_1900","Green-crowned Brilliant","7",1,10,49,0,"2014-01-28","FH109",NA,1.733,0.00032958340657409,"Jan",9,7,7
"438","Columnea kucyniakii",1,"2014","1700_1900","Wedge-billed Hummingbird","7",1,6,49,0,"2014-01-28","FH109",NA,2.52,0.00032958340657409,"Jan",17,7,7
"439","Columnea kucyniakii",1,"2014","1700_1900","Wedge-billed Hummingbird","126",1,6,49,0,"2014-01-01","FH507",NA,2.52,0.00032958340657409,"Jan",17,7,126
"440","Columnea kucyniakii",1,"2014","1700_1900","Brown Inca","126",1,13,49,1,"2014-01-01","FH507",1830,0.554,0.00032958340657409,"Jan",3,7,126
"441","Columnea kucyniakii",1,"2014","1700_1900","Tawny-bellied Hermit","7",1,11,49,0,"2014-01-28","FH109",NA,0.153,0.00032958340657409,"Jan",15,7,7
"442","Columnea kucyniakii",1,"2014","1900_2100","Booted Racket-tail","72",1,8,49,0,"2014-01-08","FH207",NA,2.618,0.0322991738442609,"Jan",2,7,72
"443","Columnea kucyniakii",1,"2014","1900_2100","Tawny-bellied Hermit","72",1,11,49,7,"2014-01-08","FH207",1940,0.153,0.0322991738442609,"Jan",15,7,72
"444","Columnea kucyniakii",1,"2014","1900_2100","Wedge-billed Hummingbird","101",1,6,49,0,"2014-01-21","FH408",NA,2.52,0.0322991738442609,"Jan",17,7,101
"445","Columnea kucyniakii",1,"2014","1900_2100","Wedge-billed Hummingbird","72",1,6,49,0,"2014-01-08","FH207",NA,2.52,0.0322991738442609,"Jan",17,7,72
"446","Columnea kucyniakii",1,"2014","1900_2100","Purple-bibbed Whitetip","72",1,7,49,0,"2014-01-08","FH207",NA,1.98,0.0322991738442609,"Jan",12,7,72
"447","Columnea kucyniakii",1,"2014","1900_2100","Brown Inca","72",1,13,49,1,"2014-01-08","FH207",1940,0.554,0.0322991738442609,"Jan",3,7,72
"448","Columnea kucyniakii",1,"2014","1900_2100","Booted Racket-tail","101",1,8,49,0,"2014-01-21","FH408",NA,2.618,0.0322991738442609,"Jan",2,7,101
"449","Columnea kucyniakii",1,"2014","1900_2100","Tawny-bellied Hermit","101",1,11,49,0,"2014-01-21","FH408",NA,0.153,0.0322991738442609,"Jan",15,7,101
"450","Columnea kucyniakii",1,"2014","1900_2100","Purple-bibbed Whitetip","101",1,7,49,0,"2014-01-21","FH408",NA,1.98,0.0322991738442609,"Jan",12,7,101
"451","Columnea kucyniakii",1,"2014","1900_2100","Green-crowned Brilliant","72",1,10,49,0,"2014-01-08","FH207",NA,1.733,0.0322991738442609,"Jan",9,7,72
"452","Columnea kucyniakii",1,"2014","1900_2100","Fawn-breasted Brilliant","72",1,12,49,0,"2014-01-08","FH207",NA,1.842,0.0322991738442609,"Jan",7,7,72
"453","Columnea kucyniakii",1,"2014","1900_2100","Green-crowned Brilliant","101",1,10,49,0,"2014-01-21","FH408",NA,1.733,0.0322991738442609,"Jan",9,7,101
"454","Columnea kucyniakii",1,"2014","1900_2100","Brown Inca","101",1,13,49,4,"2014-01-21","FH408",1920,0.554,0.0322991738442609,"Jan",3,7,101
"455","Columnea kucyniakii",1,"2015","1900_2100","Green-crowned Brilliant","170",1,10,49,0,"2015-01-13","FH631",NA,1.733,0.047460010546669,"Jan",9,7,170
"456","Columnea kucyniakii",1,"2015","1900_2100","Violet-tailed Sylph","36",1,14,49,0,"2015-01-13","FH1211",NA,2.286,0.047460010546669,"Jan",16,7,36
"457","Columnea kucyniakii",1,"2015","1900_2100","Brown Inca","170",1,13,49,2,"2015-01-13","FH631",1950,0.554,0.047460010546669,"Jan",3,7,170
"458","Columnea kucyniakii",1,"2015","1900_2100","Tawny-bellied Hermit","234",1,11,49,0,"2015-01-19","FH914",NA,0.153,0.047460010546669,"Jan",15,7,234
"459","Columnea kucyniakii",1,"2015","1900_2100","Brown Inca","234",1,13,49,1,"2015-01-19","FH914",1950,0.554,0.047460010546669,"Jan",3,7,234
"460","Columnea kucyniakii",1,"2015","1900_2100","Brown Inca","36",1,13,49,1,"2015-01-13","FH1211",1974,0.554,0.047460010546669,"Jan",3,7,36
"461","Columnea kucyniakii",1,"2015","1900_2100","Purple-bibbed Whitetip","234",1,7,49,0,"2015-01-19","FH914",NA,1.98,0.047460010546669,"Jan",12,7,234
"462","Columnea kucyniakii",1,"2015","1900_2100","Tawny-bellied Hermit","36",1,11,49,0,"2015-01-13","FH1211",NA,0.153,0.047460010546669,"Jan",15,7,36
"463","Columnea kucyniakii",1,"2015","1900_2100","Green-crowned Brilliant","234",1,10,49,0,"2015-01-19","FH914",NA,1.733,0.047460010546669,"Jan",9,7,234
"464","Columnea kucyniakii",1,"2015","1900_2100","Fawn-breasted Brilliant","234",1,12,49,0,"2015-01-19","FH914",NA,1.842,0.047460010546669,"Jan",7,7,234
"465","Columnea kucyniakii",1,"2015","1900_2100","Purple-bibbed Whitetip","170",1,7,49,0,"2015-01-13","FH631",NA,1.98,0.047460010546669,"Jan",12,7,170
"466","Columnea kucyniakii",1,"2015","1900_2100","Booted Racket-tail","170",1,8,49,0,"2015-01-13","FH631",NA,2.618,0.047460010546669,"Jan",2,7,170
"467","Columnea kucyniakii",1,"2015","1900_2100","Fawn-breasted Brilliant","170",1,12,49,0,"2015-01-13","FH631",NA,1.842,0.047460010546669,"Jan",7,7,170
"468","Columnea kucyniakii",1,"2015","1900_2100","Green-crowned Brilliant","36",1,10,49,0,"2015-01-13","FH1211",NA,1.733,0.047460010546669,"Jan",9,7,36
"469","Columnea kucyniakii",1,"2015","1900_2100","Tawny-bellied Hermit","170",1,11,49,0,"2015-01-13","FH631",NA,0.153,0.047460010546669,"Jan",15,7,170
"470","Columnea kucyniakii",1,"2015","1900_2100","Booted Racket-tail","234",1,8,49,0,"2015-01-19","FH914",NA,2.618,0.047460010546669,"Jan",2,7,234
"471","Columnea kucyniakii",2,"2014","1500_1700","Purple-bibbed Whitetip","320",2,7,49,0,"2014-02-16","NF056",NA,1.98,0.00769027948672877,"Feb",12,7,320
"472","Columnea kucyniakii",2,"2014","1500_1700","Booted Racket-tail","320",1,8,49,0,"2014-02-15","NF056",NA,2.618,0.00769027948672877,"Feb",2,7,320
"473","Columnea kucyniakii",2,"2014","1500_1700","Wedge-billed Hummingbird","320",1,6,49,0,"2014-02-15","NF056",NA,2.52,0.00769027948672877,"Feb",17,7,320
"474","Columnea kucyniakii",2,"2014","1500_1700","Wedge-billed Hummingbird","320",2,6,49,0,"2014-02-16","NF056",NA,2.52,0.00769027948672877,"Feb",17,7,320
"475","Columnea kucyniakii",2,"2014","1500_1700","Tawny-bellied Hermit","320",1,11,49,3,"2014-02-15","NF056",1667,0.153,0.00769027948672877,"Feb",15,7,320
"476","Columnea kucyniakii",2,"2014","1500_1700","Violet-tailed Sylph","320",1,14,49,1,"2014-02-15","NF056",1667,2.286,0.00769027948672877,"Feb",16,7,320
"477","Columnea kucyniakii",2,"2014","1500_1700","Booted Racket-tail","320",2,8,49,0,"2014-02-16","NF056",NA,2.618,0.00769027948672877,"Feb",2,7,320
"478","Columnea kucyniakii",2,"2014","1500_1700","Violet-tailed Sylph","320",2,14,49,2,"2014-02-16","NF056",1667,2.286,0.00769027948672877,"Feb",16,7,320
"479","Columnea kucyniakii",2,"2014","1500_1700","Tawny-bellied Hermit","320",2,11,49,3,"2014-02-16","NF056",1667,0.153,0.00769027948672877,"Feb",15,7,320
"480","Columnea kucyniakii",2,"2014","1500_1700","Purple-bibbed Whitetip","320",1,7,49,0,"2014-02-15","NF056",NA,1.98,0.00769027948672877,"Feb",12,7,320
"481","Columnea kucyniakii",2,"2015","2300_2500","Collared Inca","172",1,16,49,0,"2015-02-11","FH633",NA,0.669,0,NA,5,7,172
"482","Columnea kucyniakii",2,"2015","2300_2500","Tawny-bellied Hermit","172",1,11,49,1,"2015-02-11","FH633",2320,0.153,0,NA,15,7,172
"483","Columnea kucyniakii",2,"2015","2300_2500","Buff-tailed Coronet","172",1,17,49,0,"2015-02-11","FH633",NA,2.222,0,NA,4,7,172
"484","Columnea kucyniakii",2,"2015","2300_2500","Hoary Puffleg","172",1,18,49,0,"2015-02-11","FH633",NA,2.16,0,NA,11,7,172
"485","Columnea kucyniakii",2,"2015","2300_2500","Gorgeted Sunangel","172",1,19,49,0,"2015-02-11","FH633",NA,2.345,0,NA,8,7,172
"486","Columnea kucyniakii",12,"2013","1900_2100","Tawny-bellied Hermit","90",1,11,49,3,"2013-12-04","FH304",2020,0.153,0,NA,15,7,90
"487","Columnea kucyniakii",12,"2013","1900_2100","Tawny-bellied Hermit","90",2,11,49,3,"2013-12-05","FH304",2020,0.153,0,NA,15,7,90
"488","Columnea kucyniakii",12,"2013","1900_2100","Green-crowned Brilliant","90",2,10,49,0,"2013-12-05","FH304",NA,1.733,0,NA,9,7,90
"489","Columnea kucyniakii",12,"2013","1900_2100","Green-crowned Brilliant","90",1,10,49,0,"2013-12-04","FH304",NA,1.733,0,NA,9,7,90
"490","Columnea kucyniakii",12,"2013","1900_2100","Violet-tailed Sylph","90",1,14,49,7,"2013-12-04","FH304",2020,2.286,0,NA,16,7,90
"491","Columnea kucyniakii",12,"2013","1900_2100","Violet-tailed Sylph","90",2,14,49,3,"2013-12-05","FH304",2020,2.286,0,NA,16,7,90
"492","Columnea mastersonii",1,"2015","1500_1700","Booted Racket-tail","355",1,8,47,0,"2015-01-21","NF173",NA,3.047,0,NA,2,8,355
"493","Columnea mastersonii",1,"2015","1500_1700","Purple-bibbed Whitetip","355",1,7,47,0,"2015-01-21","NF173",NA,2.409,0,NA,12,8,355
"494","Columnea mastersonii",1,"2015","1500_1700","White-whiskered Hermit","355",1,3,47,1,"2015-01-21","NF173",1530,0.119,0,NA,18,8,355
"495","Columnea mastersonii",1,"2015","1500_1700","Wedge-billed Hummingbird","355",1,6,47,0,"2015-01-21","NF173",NA,2.949,0,NA,17,8,355
"496","Columnea mastersonii",7,"2013",NA,"Tawny-bellied Hermit","265",1,11,47,1,"2013-07-10","FL064",1300,0.276,0,NA,15,8,265
"497","Columnea mastersonii",7,"2014","1900_2100","Tawny-bellied Hermit","111",1,11,47,2,"2014-07-22","FH420",2020,0.276,0,NA,15,8,111
"498","Columnea mastersonii",7,"2014","1900_2100","Violet-tailed Sylph","111",1,14,47,0,"2014-07-22","FH420",NA,2.715,0,NA,16,8,111
"499","Columnea mastersonii",7,"2014","1900_2100","Green-crowned Brilliant","111",1,10,47,0,"2014-07-22","FH420",NA,2.162,0,NA,9,8,111
"500","Columnea mastersonii",8,"2013","1300_1500","Stripe-throated Hermit","289",1,4,47,2,"2013-08-14","FL100",1370,2.077,0,NA,14,8,289
"501","Columnea mastersonii",8,"2013","1300_1500","White-whiskered Hermit","289",2,3,47,7,"2013-08-15","FL100",1370,0.119,0,NA,18,8,289
"502","Columnea mastersonii",8,"2013","1300_1500","Tawny-bellied Hermit","289",1,11,47,2,"2013-08-14","FL100",1370,0.276,0,NA,15,8,289
"503","Columnea mastersonii",8,"2013","1300_1500","Tawny-bellied Hermit","289",2,11,47,3,"2013-08-15","FL100",1370,0.276,0,NA,15,8,289
"504","Columnea mastersonii",8,"2013","1300_1500","Wedge-billed Hummingbird","289",2,6,47,0,"2013-08-15","FL100",NA,2.949,0,NA,17,8,289
"505","Columnea mastersonii",8,"2013","1300_1500","Stripe-throated Hermit","289",2,4,47,1,"2013-08-15","FL100",1370,2.077,0,NA,14,8,289
"506","Columnea mastersonii",8,"2013","1300_1500","Wedge-billed Hummingbird","289",1,6,47,0,"2013-08-14","FL100",NA,2.949,0,NA,17,8,289
"507","Columnea mastersonii",8,"2013","1300_1500","White-whiskered Hermit","289",1,3,47,2,"2013-08-14","FL100",1370,0.119,0,NA,18,8,289
"508","Columnea mastersonii",8,"2013","1300_1500","Crowned Woodnymph","289",1,2,47,0,"2013-08-14","FL100",NA,2.27,0,NA,6,8,289
"509","Columnea mastersonii",8,"2013","1300_1500","Crowned Woodnymph","289",2,2,47,0,"2013-08-15","FL100",NA,2.27,0,NA,6,8,289
"510","Columnea mastersonii",8,"2014","2100_2300","Collared Inca","112",1,16,47,0,"2014-08-01","FH421",NA,1.098,0,NA,5,8,112
"511","Columnea mastersonii",8,"2014","2100_2300","Green-fronted Lancebill","112",1,15,47,0,"2014-08-01","FH421",NA,1.08,0,NA,10,8,112
"512","Columnea mastersonii",8,"2014","2100_2300","Tawny-bellied Hermit","112",1,11,47,1,"2014-08-01","FH421",2260,0.276,0,NA,15,8,112
"513","Columnea mastersonii",8,"2014","2100_2300","Buff-tailed Coronet","112",1,17,47,0,"2014-08-01","FH421",NA,2.651,0,NA,4,8,112
"514","Columnea mastersonii",9,"2014","2100_2300","Green-fronted Lancebill","9",1,15,47,0,"2014-09-10","FH1103",NA,1.08,0,NA,10,8,9
"515","Columnea mastersonii",9,"2014","2100_2300","Tawny-bellied Hermit","9",1,11,47,5,"2014-09-10","FH1103",2110,0.276,0,NA,15,8,9
"516","Columnea mastersonii",9,"2014","2100_2300","Violet-tailed Sylph","9",1,14,47,0,"2014-09-10","FH1103",NA,2.715,0,NA,16,8,9
"517","Columnea mastersonii",11,"2013","1300_1500","Wedge-billed Hummingbird","295",1,6,47,0,"2013-11-30","NF010",NA,2.949,0,NA,17,8,295
