"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.117647058823529,0.117647058823529
"web asymmetry",-0.227272727272727,-0.227272727272727
"links per species",1.22727272727273,1.22727272727273
"number of compartments",2,2
"compartment diversity",1.20310702625738,1.20310702625738
"cluster coefficient",0.111111111111111,0.111111111111111
"nestedness",12.2128059067421,12.1808012630644
"weighted nestedness",0.399559376142208,0.407687488955827
"weighted NODF",8.56458394446074,8.56458394446074
"interaction strength asymmetry",-0.061034328261219,-0.061034328261219
"specialisation asymmetry",0.0372718118754941,0.0372718118754941
"linkage density",3.57751991008286,3.57751991008286
"weighted connectance",0.0813072706837014,0.0813072706837014
"Fisher alpha",34.3760163667092,34.3760163667092
"Shannon diversity",3.61840440022453,3.61840440022453
"interaction evenness",0.590369515049018,0.590369515049018
"Alatalo interaction evenness",0.660995518661354,0.660995518661354
"H2",0.532793214301519,0.532793214301519
"number.of.species.HL",17,27
"mean.number.of.shared.partners.HL",0.551470588235294,0.284900284900285
"cluster.coefficient.HL",0.175289793610404,0.281993713515941
"weighted.cluster.coefficient.HL",0.123888810498095,0.180446333687566
"niche.overlap.HL",0.192110015386913,0.112260016060364
"togetherness.HL",0.0794117647058823,0.0551756885090218
"C.score.HL",0.643669759570495,0.779323361823362
"V.ratio.HL",1.96358543417367,2.15282392026578
"discrepancy.HL",36,31
"extinction.slope.HL",2.26722733720311,1.62275717879827
"robustness.HL",0.685012008848293,0.618069077979146
"functional.complementarity.HL",92.2609005590227,98.8412068577447
"partner.diversity.HL",1.14078117358377,0.997675469141042
"generality.HL",3.68527087499153,3.4697689451742
