"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.201298701298701,0.201298701298701
"web asymmetry",-0.12,-0.12
"links per species",1.24,1.24
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.285714285714286,0.285714285714286
"nestedness",20.9040401168413,21.5030625689978
"weighted nestedness",0.312417798900432,0.298378521164244
"weighted NODF",6.9634703196347,6.9634703196347
"interaction strength asymmetry",-0.0413555194805195,-0.0413555194805195
"specialisation asymmetry",-0.0394752277057808,-0.0394752277057808
"linkage density",2.36178596616114,2.36178596616114
"weighted connectance",0.0944714386464456,0.0944714386464456
"Fisher alpha",14.6421042777706,14.6421042777706
"Shannon diversity",2.6656136505291,2.6656136505291
"interaction evenness",0.529211581076181,0.529211581076181
"Alatalo interaction evenness",0.558764472627383,0.558764472627383
"H2",0.658070753254186,0.658070753254186
"number.of.species.HL",11,14
"mean.number.of.shared.partners.HL",0.745454545454545,0.417582417582418
"cluster.coefficient.HL",0.223631508678238,0.414613423959218
"weighted.cluster.coefficient.HL",0.210759027266028,0.16008018327606
"niche.overlap.HL",0.217862942037853,0.119580253248403
"togetherness.HL",0.164545454545455,0.0765567765567765
"C.score.HL",0.559090909090909,0.707863247863248
"V.ratio.HL",0.947368421052632,1.89908256880734
"discrepancy.HL",18,15
"extinction.slope.HL",2.6524294281987,1.71546114435256
"robustness.HL",0.716558891764218,0.631278296411603
"functional.complementarity.HL",107.824143322482,105.440102724904
"partner.diversity.HL",0.713724957312526,0.851579670711628
"generality.HL",2.27054423123375,2.45302770108853
