"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.2,0.2
"web asymmetry",-0.111111111111111,-0.111111111111111
"links per species",0.888888888888889,0.888888888888889
"number of compartments",2,2
"compartment diversity",1.5691925832142,1.5691925832142
"cluster coefficient",0.15,0.15
"nestedness",24.3488206707299,24.3488206707299
"weighted nestedness",NA,NA
"weighted NODF",2.73972602739726,2.73972602739726
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0813887640131289,0.0813887640131289
"linkage density",2.40451552464686,2.40451552464686
"weighted connectance",0.133584195813714,0.133584195813714
"Fisher alpha",69.2290642468346,69.2290642468346
"Shannon diversity",2.73633905110507,2.73633905110507
"interaction evenness",0.624446010768876,0.624446010768876
"Alatalo interaction evenness",0.951275129662364,0.951275129662364
"H2",0.196419971265535,0.196419971265535
"number.of.species.HL",8,10
"mean.number.of.shared.partners.HL",0.321428571428571,0.311111111111111
"cluster.coefficient.HL",0.272222222222222,0.277777777777778
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.166449175824176,0.203278763147184
"togetherness.HL",0.087797619047619,0.140740740740741
"C.score.HL",0.705357142857143,0.713888888888889
"V.ratio.HL",1.02127659574468,0.724137931034483
"discrepancy.HL",10,9
"extinction.slope.HL",1.77524635450774,1.49010187671901
"robustness.HL",0.633197067580532,0.595534876229799
"functional.complementarity.HL",14.9329197176416,12.6223996392013
"partner.diversity.HL",0.832147853764998,0.630168134898602
"generality.HL",2.66369206007667,2.14533898921705
