"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.163461538461538,0.163461538461538
"web asymmetry",0.238095238095238,0.238095238095238
"links per species",0.80952380952381,0.80952380952381
"number of compartments",4,4
"compartment diversity",3.14094197012954,3.14094197012954
"cluster coefficient",0.125,0.125
"nestedness",24.8903143933549,25.0316990569655
"weighted nestedness",NA,NA
"weighted NODF",8.0188679245283,8.0188679245283
"interaction strength asymmetry",0.630246913580247,0.630246913580247
"specialisation asymmetry",-0.433128024917633,-0.433128024917633
"linkage density",2.89951640363336,2.89951640363336
"weighted connectance",0.138072209696827,0.138072209696827
"Fisher alpha",10.1569574836342,10.1569574836342
"Shannon diversity",2.48250348811588,2.48250348811588
"interaction evenness",0.534516482791064,0.534516482791064
"Alatalo interaction evenness",0.773862352804887,0.773862352804887
"H2",0.760801546732553,0.760801546732553
"number.of.species.HL",13,8
"mean.number.of.shared.partners.HL",0.307692307692308,0.178571428571429
"cluster.coefficient.HL",0.198863636363636,0.409090909090909
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.280375781372101,0.101101729644087
"togetherness.HL",0.129059829059829,0.0698051948051948
"C.score.HL",0.69551282051282,0.845663265306122
"V.ratio.HL",0.397435897435897,2.11926605504587
"discrepancy.HL",8,8
"extinction.slope.HL",1.23777322483661,0.999881815981943
"robustness.HL",0.55161186997605,0.612892244042277
"functional.complementarity.HL",30.5641288388459,38.2789767560644
"partner.diversity.HL",0.248795632430148,1.32465628573109
"generality.HL",1.34812063792388,4.45091216934285
