"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.140350877192982,0.140350877192982
"web asymmetry",-0.027027027027027,-0.027027027027027
"links per species",1.2972972972973,1.2972972972973
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.105263157894737,0.105263157894737
"nestedness",14.063633047262,14.2945194245251
"weighted nestedness",0.410551897004312,0.400943913051999
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.00880663835389218,0.00880663835389218
"linkage density",3.79166666666667,3.79166666666667
"weighted connectance",0.102477477477477,0.102477477477477
"Fisher alpha",6710886365.66667,6710886365.66667
"Shannon diversity",3.87120101090789,3.87120101090789
"interaction evenness",0.663466423395381,0.663466423395381
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",18,19
"mean.number.of.shared.partners.HL",0.418300653594771,0.409356725146199
"cluster.coefficient.HL",0.206140350877193,0.203703703703704
"weighted.cluster.coefficient.HL",0.0564263322884013,0.0691056910569106
"niche.overlap.HL",0.159805336275925,0.158861379036818
"togetherness.HL",0.0689386865857454,0.0675438596491228
"C.score.HL",0.721978420998029,0.726506660168941
"V.ratio.HL",1.56976744186047,1.43646408839779
"discrepancy.HL",31,29
"extinction.slope.HL",2.12439163214044,1.99342237865835
"robustness.HL",0.67374418354131,0.662431956216288
"functional.complementarity.HL",26.9967135811404,27.7776795500073
"partner.diversity.HL",1.19344352888977,1.11746990574396
"generality.HL",3.91666666666667,3.66666666666667
"Raw.Camera",121,121
"Raw.Transect",38,38
