"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.196428571428571,0.196428571428571
"web asymmetry",-0.0666666666666667,-0.0666666666666667
"links per species",0.733333333333333,0.733333333333333
"number of compartments",4,4
"compartment diversity",3.5540729605852,3.5540729605852
"cluster coefficient",0.125,0.125
"nestedness",34.4191602778993,41.8376553018349
"weighted nestedness",NA,NA
"weighted NODF",5.10204081632653,5.10204081632653
"interaction strength asymmetry",-0.0334595959595959,-0.0334595959595959
"specialisation asymmetry",-0.0222368628890587,-0.0222368628890587
"linkage density",1.56616034509143,1.56616034509143
"weighted connectance",0.104410689672762,0.104410689672762
"Fisher alpha",5.92566039869034,5.92566039869034
"Shannon diversity",2.02954008861576,2.02954008861576
"interaction evenness",0.504189508034044,0.504189508034044
"Alatalo interaction evenness",0.749326739334719,0.749326739334719
"H2",0.829773392987928,0.829773392987928
"number.of.species.HL",7,8
"mean.number.of.shared.partners.HL",0.142857142857143,0.178571428571429
"cluster.coefficient.HL",0.22265625,0.223214285714286
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.0961359214708934,0.127289377289377
"togetherness.HL",0.0634920634920635,0.0892857142857143
"C.score.HL",0.873015873015873,0.830357142857143
"V.ratio.HL",0.433333333333333,0.223880597014925
"discrepancy.HL",7,6
"extinction.slope.HL",1.43857682517991,1.39164564898692
"robustness.HL",0.588010933732877,0.577929134575655
"functional.complementarity.HL",33.4463041403166,35.9601385894897
"partner.diversity.HL",0.383602941080379,0.373543784572327
"generality.HL",1.60047502135745,1.53184566882542
