"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.296296296296296,0.296296296296296
"web asymmetry",0.2,0.2
"links per species",1.06666666666667,1.06666666666667
"number of compartments",2,2
"compartment diversity",1.48093621757944,1.48093621757944
"cluster coefficient",0.166666666666667,0.166666666666667
"nestedness",21.9677257212552,21.9677257212552
"weighted nestedness",0.487398044075456,0.489231250212536
"weighted NODF",25.1633986928105,25.1633986928105
"interaction strength asymmetry",0.0969069071803995,0.0969069071803995
"specialisation asymmetry",-0.135065149168062,-0.135065149168062
"linkage density",2.75016971947463,2.75016971947463
"weighted connectance",0.183344647964975,0.183344647964975
"Fisher alpha",6.4297144338248,6.4297144338248
"Shannon diversity",2.40155894132726,2.40155894132726
"interaction evenness",0.602047767876068,0.602047767876068
"Alatalo interaction evenness",0.789026751657102,0.789026751657102
"H2",0.445364585475035,0.445364585475035
"number.of.species.HL",9,6
"mean.number.of.shared.partners.HL",0.611111111111111,0.933333333333333
"cluster.coefficient.HL",0.561032863849765,0.430359937402191
"weighted.cluster.coefficient.HL",0.225402504472272,0.156327543424318
"niche.overlap.HL",0.391377207138487,0.397424594742681
"togetherness.HL",0.203703703703704,0.251851851851852
"C.score.HL",0.5,0.435185185185185
"V.ratio.HL",1.66666666666667,2
"discrepancy.HL",3,4
"extinction.slope.HL",1.60352922852931,0.993975073522235
"robustness.HL",0.602903428760104,0.676555251602314
"functional.complementarity.HL",62.1762925068058,54.4292044811726
"partner.diversity.HL",0.858283953810458,0.967031545659839
"generality.HL",2.68669409021946,2.8136453487298
