"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.143939393939394,0.143939393939394
"web asymmetry",-0.0434782608695652,-0.0434782608695652
"links per species",1.65217391304348,1.65217391304348
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.104166666666667,0.104166666666667
"nestedness",12.0842983574295,12.0819503768721
"weighted nestedness",0.518414806782486,0.519648229314699
"weighted NODF",0,0
"interaction strength asymmetry",0,0
"specialisation asymmetry",0.0216793078156754,0.0216793078156754
"linkage density",5.89473684210526,5.89473684210526
"weighted connectance",0.128146453089245,0.128146453089245
"Fisher alpha",6710886390.63158,6710886390.63158
"Shannon diversity",4.33073334028633,4.33073334028633
"interaction evenness",0.690806640112093,0.690806640112093
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",22,24
"mean.number.of.shared.partners.HL",0.865800865800866,0.623188405797101
"cluster.coefficient.HL",0.230263157894737,0.284688995215311
"weighted.cluster.coefficient.HL",0.384409799554566,0.392647842301545
"niche.overlap.HL",0.290358850253909,0.17490404952905
"togetherness.HL",0.104198831471559,0.0846790890269151
"C.score.HL",0.458060174253356,0.651711093857833
"V.ratio.HL",2.89632107023411,4.02279202279202
"discrepancy.HL",36,35
"extinction.slope.HL",2.69161680689903,0.999987610181346
"robustness.HL",0.724866527356372,0.677286431240329
"functional.complementarity.HL",32.7646491630287,39.5722784716013
"partner.diversity.HL",1.50529191973606,1.49117807163567
"generality.HL",5.52631578947368,6.26315789473684
"Raw.Camera",261,261
"Raw.Transect",54,54
