"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.206349206349206,0.206349206349206
"web asymmetry",0.125,0.125
"links per species",0.8125,0.8125
"number of compartments",3,3
"compartment diversity",2.08677944009772,2.08677944009772
"cluster coefficient",0.142857142857143,0.142857142857143
"nestedness",31.0965005858369,31.2558660610679
"weighted nestedness",NA,NA
"weighted NODF",12.280701754386,12.280701754386
"interaction strength asymmetry",0.210648148148148,0.210648148148148
"specialisation asymmetry",-0.0506039698752796,-0.0506039698752796
"linkage density",2.35472398760134,2.35472398760134
"weighted connectance",0.147170249225084,0.147170249225084
"Fisher alpha",11.5831169546045,11.5831169546045
"Shannon diversity",2.27808136632646,2.27808136632646
"interaction evenness",0.549844867900435,0.549844867900435
"Alatalo interaction evenness",0.707928991141773,0.707928991141773
"H2",0.600843029403385,0.600843029403385
"number.of.species.HL",9,7
"mean.number.of.shared.partners.HL",0.444444444444444,0.19047619047619
"cluster.coefficient.HL",0.25,0.375
"weighted.cluster.coefficient.HL",0,0
"niche.overlap.HL",0.297954436205745,0.080925296498476
"togetherness.HL",0.219444444444444,0.0510204081632653
"C.score.HL",0.583333333333333,0.829365079365079
"V.ratio.HL",0.277777777777778,2.08571428571428
"discrepancy.HL",8,5
"extinction.slope.HL",1.35343927134382,1.46621541528074
"robustness.HL",0.5748383569349,0.596014196726326
"functional.complementarity.HL",24.4731559435079,24.0495828507051
"partner.diversity.HL",0.463773846719331,0.824382261198892
"generality.HL",1.64330371469943,3.06614426050325
