"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.18974358974359,0.18974358974359
"web asymmetry",0.0714285714285714,0.0714285714285714
"links per species",1.32142857142857,1.32142857142857
"number of compartments",1,1
"compartment diversity",NA,NA
"cluster coefficient",0.153846153846154,0.153846153846154
"nestedness",12.7988949038812,12.7727427346065
"weighted nestedness",0.62841663981845,0.623968686662597
"weighted NODF",21.2750455373406,21.2750455373406
"interaction strength asymmetry",-0.0230721946285559,-0.0230721946285559
"specialisation asymmetry",-0.014259905318379,-0.014259905318379
"linkage density",3.85813720467259,3.85813720467259
"weighted connectance",0.137790614452592,0.137790614452592
"Fisher alpha",14.6227432305129,14.6227432305129
"Shannon diversity",3.16433917766414,3.16433917766414
"interaction evenness",0.600102302782297,0.600102302782297
"Alatalo interaction evenness",0.711555844343319,0.711555844343319
"H2",0.497873539089729,0.497873539089729
"number.of.species.HL",15,13
"mean.number.of.shared.partners.HL",0.895238095238095,0.730769230769231
"cluster.coefficient.HL",0.354119253527538,0.372386587771203
"weighted.cluster.coefficient.HL",0.279929338225302,0.270809853485751
"niche.overlap.HL",0.414219309631541,0.261320376482336
"togetherness.HL",0.190238095238095,0.167022792022792
"C.score.HL",0.282621693121693,0.515491452991453
"V.ratio.HL",2.71515151515151,4.71515151515151
"discrepancy.HL",12,14
"extinction.slope.HL",1.77159918559273,0.999922656442797
"robustness.HL",0.638236986153289,0.666182457602296
"functional.complementarity.HL",121.746673269021,124.565603705389
"partner.diversity.HL",1.07781773865333,1.15528467197091
"generality.HL",3.42206872948887,4.2942056798563
