"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.2,0.2
"web asymmetry",0.25,0.25
"links per species",0.75,0.75
"number of compartments",4,4
"compartment diversity",3.47299345510468,3.47299345510468
"cluster coefficient",0.166666666666667,0.166666666666667
"nestedness",31.4341852013588,31.1599576539351
"weighted nestedness",NA,NA
"weighted NODF",0,0
"interaction strength asymmetry",0.250724637681159,0.250724637681159
"specialisation asymmetry",-0.489400807082974,-0.489400807082974
"linkage density",2.06506604773989,2.06506604773989
"weighted connectance",0.129066627983743,0.129066627983743
"Fisher alpha",6.45036212011479,6.45036212011479
"Shannon diversity",1.8867478573957,1.8867478573957
"interaction evenness",0.460818045165137,0.460818045165137
"Alatalo interaction evenness",0.568231071625876,0.568231071625876
"H2",0.822677049584283,0.822677049584283
"number.of.species.HL",10,6
"mean.number.of.shared.partners.HL",0.355555555555556,0.133333333333333
"cluster.coefficient.HL",0.195238095238095,0.494285714285714
"weighted.cluster.coefficient.HL",0,NA
"niche.overlap.HL",0.344444444444444,0.0857142857142857
"togetherness.HL",0.216666666666667,0.0666666666666667
"C.score.HL",0.65,0.866666666666667
"V.ratio.HL",0.210526315789474,2.14285714285714
"discrepancy.HL",6,4
"extinction.slope.HL",1.15077528630775,0.994330106526148
"robustness.HL",0.530883238464532,0.597280418610263
"functional.complementarity.HL",42.7740008450808,39.7651087928219
"partner.diversity.HL",0.118825230953133,1.00767769902746
"generality.HL",1.17142857142857,2.9587035240512
