"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.19047619047619,0.19047619047619
"web asymmetry",-0.125,-0.125
"links per species",0.75,0.75
"number of compartments",4,4
"compartment diversity",3.74674829750099,3.74674829750099
"cluster coefficient",0.111111111111111,0.111111111111111
"nestedness",33.7807144907966,33.7807144907966
"weighted nestedness",NA,NA
"weighted NODF",1.75438596491228,1.75438596491228
"interaction strength asymmetry",0.214285714285714,0.214285714285714
"specialisation asymmetry",-0.00291849074218608,-0.00291849074218608
"linkage density",1.80179137923211,1.80179137923211
"weighted connectance",0.112611961202007,0.112611961202007
"Fisher alpha",13.9847128384426,13.9847128384426
"Shannon diversity",2.2744747270983,2.2744747270983
"interaction evenness",0.548974358137577,0.548974358137577
"Alatalo interaction evenness",0.765905785937304,0.765905785937304
"H2",0.782188793248772,0.782188793248772
"number.of.species.HL",7,9
"mean.number.of.shared.partners.HL",0.142857142857143,0.222222222222222
"cluster.coefficient.HL",0.233918128654971,0.233082706766917
"weighted.cluster.coefficient.HL",NA,NA
"niche.overlap.HL",0.0905830280830281,0.171012849584278
"togetherness.HL",0.0452380952380952,0.119444444444444
"C.score.HL",0.857142857142857,0.777777777777778
"V.ratio.HL",0.787878787878788,0.225
"discrepancy.HL",7,8
"extinction.slope.HL",0.999474944613036,1.22826635428323
"robustness.HL",0.596667159555842,0.550772576126957
"functional.complementarity.HL",17.7374290878726,19.6978432383876
"partner.diversity.HL",0.541922638981355,0.424478664605455
"generality.HL",1.99818518335754,1.60539757510669
